CustomerID,Age,Gender,Tenure,Usage Frequency,Support Calls,Payment Delay,Subscription Type,Contract Length,Total Spend,Last Interaction
43733,36.0,Male,59,20,5,30.0,Standard,Monthly,133.0,27
44820,29.0,Male,18,14,6,11.0,STANDARD,Monthly,,26
26476,29.0,Male,18,8,8,28.0,Basic,Monthly,233.0,14
52143,51.0,Male,26,3,7,24.0,Standard,QUARTERLY,842.0,20
30091,19.0,female,19,1,6,21.0,Standard,annual,100.0,2
30931,18.0,Male,12,29,10,3.0,Basic,Annual,632.0,13
646,55.0,male,44,3,9,25.0,premium,Annual,431.0,7
9588,48.0,Female,26,7,4,6.0,Premium,Quarterly,487.0,30
49417,64.0,Male,27,5,6,6.0,Basic,Annual,557.0,25
15037,33.0,Male,17,3,10,17.0,Standard,Monthly,897.0,17
32995,39.0,Male,47,17,5,14.0,PREMIUM,ANNUAL,806.0,24
24218,37.0,Male,41,17,8,30.0,Basic,Annual,646.0,24
26820,22.0,Female,11,24,8,9.0,Basic,Monthly,436.0,24
55427,29.0,Female,49,12,10,29.0,Standard,monthly,522.0,30
9753,24.0,Male,34,25,10,20.0,Standard,Quarterly,535.0,3
8005,64.0,Male,5,26,0,14.0,Basic,Monthly,694.0,1
16155,53.0,Female,15,13,4,11.0,Basic,Monthly,434.0,10
20096,43.0,Male,17,1,2,26.0,Premium,Annual,813.0,23
8439,37.0,Female,15,8,10,29.0,Premium,Annual,603.0,1
26171,20.0,Female,51,3,1,10.0,Standard,Quarterly,137.0,5
35266,41.0,Male,54,9,7,20.0,Basic,Monthly,268.0,23
1126,61.0,Female,4,7,5,,Basic,Quarterly,495.0,8
33692,61.0,Female,19,6,3,,Premium,ANNUAL,785.0,16
1284,65.0,Male,32,5,4,18.0,Standard,Annual,985.0,19
56482,48.0,female,48,1,1,25.0,Basic,Monthly,384.0,11
52757,56.0,Female,39,18,2,29.0,Basic,Annual,281.0,1
42871,,Female,31,1,8,,Premium,Monthly,915.0,17
31853,28.0,Male,19,11,10,14.0,Premium,Monthly,220.0,18
8053,28.0,Female,47,29,7,,Standard,Annual,177.0,14
54401,59.0,Female,19,23,8,23.0,Basic,Quarterly,251.0,11
63371,51.0,Female,27,7,6,20.0,Basic,Monthly,187.0,23
62988,60.0,Female,44,5,5,18.0,Basic,Annual,479.0,17
2592,53.0,Female,48,8,3,,STANDARD,Annual,193.0,5
5907,51.0,Female,22,4,6,10.0,Basic,Monthly,985.0,27
55662,55.0,Female,7,2,5,18.0,Premium,Annual,403.0,7
11206,21.0,Male,12,30,2,,Standard,Annual,308.0,15
39902,61.0,Male,52,5,0,11.0,Basic,Annual,995.0,22
18749,55.0,Female,23,24,1,27.0,Standard,Annual,259.0,12
20075,42.0,Male,37,18,5,3.0,Premium,Quarterly,390.0,4
17072,51.0,Female,52,5,6,28.0,Basic,Annual,169.0,28
33381,64.0,M,34,21,2,28.0,Standard,Annual,293.0,14
25041,42.0,Male,60,24,2,28.0,Standard,Monthly,468.0,16
6630,24.0,Female,32,8,7,0.0,Premium,Monthly,744.0,25
4136,40.0,Female,28,3,4,18.0,Basic,Quarterly,452.0,1
1899,40.0,Female,49,3,4,0.0,Basic,Quarterly,825.0,17
283,37.0,Male,10,22,2,3.0,Premium,Annual,292.0,6
2258,18.0,MALE,34,25,8,21.0,Premium,Monthly,646.0,4
11117,51.0,Female,27,16,6,10.0,Standard,Monthly,585.0,19
6531,28.0,Female,41,1,0,3.0,Premium,Quarterly,483.0,9
37712,41.0,Female,31,22,8,7.0,Premium,Monthly,608.0,25
29140,20.0,Female,54,7,10,6.0,Premium,Monthly,312.0,23
6972,26.0,Male,17,25,3,2.0,standard,Annual,598.0,22
37992,62.0,Male,48,17,8,17.0,Premium,Annual,870.0,24
31530,33.0,Male,34,17,7,18.0,Basic,Annual,488.0,16
40847,,Female,12,3,0,9.0,Premium,Monthly,303.0,28
21039,41.0,Male,59,9,0,20.0,Basic,Monthly,725.0,24
21385,26.0,MALE,20,12,1,24.0,Premium,Quarterly,403.0,9
6711,35.0,Male,9,27,1,24.0,Premium,Annual,181.0,25
31239,53.0,Female,8,20,2,,Standard,Monthly,771.0,7
57829,30.0,Female,41,17,7,24.0,Basic,Annual,887.0,28
21801,18.0,M,58,4,2,3.0,Premium,Quarterly,345.0,13
33244,,Female,25,19,9,27.0,Premium,Annual,242.0,3
51708,23.0,Male,39,16,10,21.0,Standard,Quarterly,243.0,28
49160,41.0,FEMALE,30,18,9,25.0,Premium,Quarterly,987.0,12
61002,28.0,Female,11,8,3,24.0,Premium,Quarterly,395.0,9
2552,64.0,Female,18,19,0,5.0,BASIC,Monthly,552.0,13
6853,21.0,Male,36,23,1,,Basic,Annual,626.0,23
32659,22.0,Female,59,9,4,15.0,Premium,annual,335.0,13
51579,36.0,Female,53,15,10,23.0,Premium,Quarterly,353.0,6
26391,,Male,50,18,7,5.0,Basic,Quarterly,423.0,3
48564,18.0,F,15,27,3,25.0,Standard,Monthly,309.0,1
64167,36.0,Female,29,23,7,28.0,Basic,Monthly,269.0,19
21254,19.0,M,14,29,1,18.0,Premium,Annual,911.0,7
18659,33.0,Male,52,18,4,27.0,Basic,Quarterly,748.0,1
41972,50.0,Male,53,9,10,0.0,basic,Annual,944.0,17
50730,51.0,Female,5,3,9,16.0,Premium,Quarterly,777.0,5
23649,22.0,F,17,23,1,11.0,Standard,Quarterly,174.0,17
42952,41.0,Male,39,27,1,27.0,Basic,Quarterly,389.0,7
20355,,Male,51,16,3,2.0,Premium,Monthly,206.0,21
13566,51.0,Female,3,22,10,10.0,Basic,Annual,493.0,9
22264,36.0,Male,6,26,10,13.0,Standard,Monthly,659.0,29
29119,25.0,FEMALE,59,26,2,27.0,Basic,Monthly,519.0,22
39962,36.0,M,11,29,3,12.0,Premium,Annual,900.0,5
18490,49.0,Female,54,14,9,7.0,Premium,Annual,127.0,22
6824,35.0,Male,53,27,7,0.0,Basic,Monthly,408.0,3
27625,39.0,Male,48,11,4,,Standard,Quarterly,786.0,29
56701,33.0,Female,9,22,3,24.0,Premium,Quarterly,213.0,17
782,34.0,Male,44,27,1,17.0,Basic,Annual,586.0,7
14940,,Male,56,16,0,15.0,Standard,Annual,529.0,14
18134,65.0,Female,45,20,3,28.0,Premium,Quarterly,576.0,27
10984,49.0,Male,43,26,1,24.0,Premium,annual,270.0,6
5775,50.0,Female,24,1,10,27.0,Premium,Quarterly,101.0,10
30934,54.0,Female,28,29,10,15.0,Basic,Annual,679.0,25
30574,55.0,male,54,25,1,2.0,Premium,Monthly,584.0,9
9284,32.0,Male,14,25,6,16.0,Premium,Annual,865.0,5
63871,27.0,F,25,3,6,30.0,Premium,Monthly,876.0,15
12820,26.0,Female,15,5,7,19.0,basic,annual,682.0,1
18709,62.0,M,38,25,7,16.0,Basic,Annual,376.0,8
63879,19.0,FEMALE,27,29,6,18.0,Premium,Quarterly,322.0,4
37824,43.0,Male,43,17,1,22.0,Standard,Monthly,305.0,26
10801,,MALE,30,16,0,21.0,Standard,Quarterly,955.0,11
59635,62.0,Male,59,28,10,29.0,Premium,Annual,336.0,6
55400,64.0,Male,46,13,5,22.0,Basic,Quarterly,933.0,25
16995,45.0,Male,10,5,8,16.0,Basic,Monthly,822.0,7
48778,19.0,Male,49,8,7,,Premium,Monthly,821.0,30
30652,39.0,Female,5,8,1,26.0,Premium,QUARTERLY,658.0,1
57327,53.0,Male,18,2,9,15.0,basic,Annual,306.0,20
12925,53.0,Female,2,7,4,16.0,STANDARD,Quarterly,421.0,22
54699,35.0,Male,43,25,7,22.0,Standard,Monthly,979.0,9
14358,27.0,Female,23,20,8,18.0,Standard,Annual,287.0,13
13141,49.0,Female,50,28,8,6.0,Standard,Annual,397.0,1
47946,45.0,Male,54,20,10,30.0,Premium,Annual,564.0,27
50670,,female,56,10,1,22.0,Basic,Monthly,677.0,15
3,47.0,MALE,27,10,2,29.0,Premium,Annual,757.0,21
45233,50.0,Female,37,16,6,7.0,Premium,Monthly,837.0,1
44630,49.0,Female,44,8,9,28.0,Basic,Annual,504.0,19
55719,24.0,Male,35,21,9,25.0,Standard,Annual,268.0,8
46761,44.0,Female,58,6,2,22.0,Premium,monthly,535.0,9
18475,18.0,male,39,22,2,7.0,Premium,Monthly,977.0,8
23482,57.0,Male,35,1,1,30.0,Premium,Annual,872.0,29
7522,52.0,Male,45,20,6,11.0,Premium,Monthly,971.0,19
62033,48.0,Female,55,9,7,30.0,Standard,Quarterly,657.0,8
52565,,Female,57,27,2,21.0,Standard,Monthly,231.0,15
19447,48.0,Male,38,2,7,1.0,Basic,Monthly,512.0,17
33366,36.0,M,56,30,2,,Premium,Quarterly,584.0,20
15353,60.0,Female,46,10,1,,Basic,Monthly,103.0,20
24260,37.0,Female,34,9,2,18.0,Premium,Annual,567.0,7
59706,32.0,Female,7,19,2,26.0,Basic,Quarterly,478.0,27
7346,47.0,Female,44,23,10,14.0,BASIC,Quarterly,114.0,23
6305,47.0,Female,20,11,6,14.0,Premium,Quarterly,777.0,13
6589,59.0,Female,2,27,10,0.0,BASIC,Quarterly,273.0,13
42892,48.0,Female,42,18,6,14.0,Basic,Quarterly,882.0,19
29056,58.0,Male,19,23,5,23.0,Basic,Annual,746.0,3
30342,51.0,Male,59,14,10,11.0,Basic,Annual,523.0,30
57715,30.0,Female,6,12,9,25.0,Premium,Monthly,357.0,30
18323,45.0,Male,14,5,4,18.0,STANDARD,Quarterly,599.0,25
26929,60.0,Male,55,10,6,27.0,Basic,Quarterly,165.0,23
34522,46.0,Female,56,14,10,26.0,Standard,Annual,888.0,21
28229,,Female,11,26,4,11.0,Basic,Monthly,221.0,9
18746,55.0,Female,9,28,2,14.0,Basic,Quarterly,357.0,18
20645,46.0,Male,33,27,10,5.0,Premium,Monthly,172.0,3
22670,22.0,Female,29,13,9,11.0,Standard,Monthly,656.0,9
2540,20.0,Female,27,10,5,3.0,Standard,Monthly,778.0,12
50602,61.0,Male,49,2,5,27.0,Standard,Quarterly,619.0,27
4097,26.0,Male,35,14,8,29.0,Premium,Monthly,165.0,16
54149,60.0,Female,47,20,7,25.0,Premium,Annual,427.0,10
48331,,Male,52,29,5,23.0,Standard,Monthly,849.0,29
7928,56.0,Female,39,13,8,15.0,Standard,Annual,615.0,29
14290,35.0,F,53,13,5,16.0,Premium,Monthly,111.0,20
3426,34.0,M,4,15,1,5.0,Standard,Annual,,13
17074,46.0,Female,48,8,7,11.0,Standard,Annual,916.0,25
47300,31.0,Male,43,26,8,,PREMIUM,Annual,329.0,4
15893,41.0,Female,35,28,5,13.0,Standard,Quarterly,937.0,27
50027,28.0,Female,43,30,4,30.0,Basic,Quarterly,418.0,8
18682,34.0,Male,40,2,0,28.0,Basic,Annual,576.0,1
40786,46.0,Female,17,7,6,17.0,Standard,Quarterly,619.0,7
2644,39.0,Female,53,25,4,,Premium,Annual,708.0,16
59064,28.0,Female,37,2,4,10.0,Standard,Annual,274.0,26
5348,41.0,Male,12,1,8,,Standard,quarterly,878.0,3
41801,37.0,Male,13,3,9,10.0,PREMIUM,Quarterly,249.0,15
49734,27.0,Female,58,28,5,21.0,PREMIUM,Monthly,625.0,18
32973,26.0,Female,8,7,10,14.0,Standard,Quarterly,165.0,17
7897,23.0,Male,45,5,2,15.0,Standard,Annual,211.0,3
9834,41.0,Male,31,11,5,15.0,Premium,Annual,385.0,14
32592,25.0,Male,30,2,3,8.0,Premium,ANNUAL,923.0,11
50058,32.0,Female,50,19,9,30.0,Standard,Quarterly,317.0,28
17016,25.0,Female,25,19,4,24.0,Premium,Quarterly,428.0,29
19676,51.0,Male,26,29,4,11.0,Standard,Quarterly,896.0,6
34743,61.0,Male,19,27,10,20.0,Standard,Annual,222.0,5
163,,Female,46,2,1,,Basic,Quarterly,413.0,12
9558,32.0,Male,34,10,0,2.0,Basic,Annual,501.0,2
37482,,Male,15,11,7,22.0,BASIC,Annual,289.0,10
1432,28.0,Female,55,13,9,5.0,premium,Monthly,494.0,21
23253,49.0,Male,46,13,3,16.0,Basic,Annual,572.0,14
45604,51.0,Male,54,24,5,,Basic,Annual,582.0,24
62425,36.0,Male,41,4,6,23.0,Premium,Annual,,23
13976,21.0,Male,17,8,3,19.0,Standard,Annual,869.0,13
53388,63.0,Female,40,2,9,19.0,Basic,Quarterly,753.0,15
7711,,Male,10,2,1,19.0,Standard,Monthly,266.0,27
7737,20.0,female,46,26,6,17.0,Basic,quarterly,478.0,6
37052,31.0,Male,25,16,2,0.0,Basic,Quarterly,461.0,19
7532,30.0,F,32,13,0,19.0,Premium,Monthly,653.0,15
17070,46.0,Female,12,30,7,28.0,Premium,Monthly,676.0,16
13494,39.0,Female,19,2,0,12.0,Basic,Annual,415.0,14
42822,47.0,Male,48,1,4,28.0,Basic,Quarterly,954.0,4
43620,31.0,M,44,9,5,3.0,Standard,Quarterly,148.0,23
2840,33.0,Male,53,3,6,29.0,Standard,QUARTERLY,347.0,5
5106,40.0,M,37,25,3,28.0,Premium,Monthly,712.0,16
56615,39.0,Female,10,13,2,22.0,basic,Quarterly,465.0,7
15079,32.0,Female,42,14,0,,Basic,Monthly,233.0,7
29310,59.0,Male,23,20,8,4.0,Premium,Annual,101.0,12
19716,57.0,Female,22,6,6,3.0,Premium,Annual,601.0,10
26202,,Female,33,8,4,12.0,basic,Monthly,819.0,28
25280,31.0,M,47,26,0,13.0,Standard,Monthly,141.0,22
2097,27.0,Male,51,7,5,21.0,Basic,Quarterly,652.0,16
42964,39.0,male,49,5,0,27.0,Standard,Quarterly,481.0,12
22437,25.0,female,23,1,9,17.0,Basic,Quarterly,533.0,26
8000,37.0,Male,4,11,2,,Standard,Quarterly,256.0,6
62813,62.0,Female,21,18,0,23.0,Premium,Monthly,923.0,6
25123,,FEMALE,27,14,8,16.0,Premium,Monthly,114.0,27
61331,33.0,Female,3,20,0,22.0,Standard,Annual,317.0,25
23285,36.0,Male,44,3,1,6.0,Basic,Annual,999.0,13
53073,20.0,Female,29,21,3,27.0,Standard,Monthly,634.0,30
35526,46.0,Female,58,24,9,9.0,Standard,Quarterly,247.0,14
6398,54.0,MALE,52,21,5,12.0,Basic,Monthly,611.0,11
54221,46.0,Female,32,2,4,22.0,Standard,Quarterly,220.0,21
46851,56.0,Female,19,5,4,11.0,Standard,Quarterly,445.0,27
34866,27.0,Female,30,19,5,14.0,premium,Monthly,488.0,9
8330,46.0,Male,7,26,0,4.0,Premium,Monthly,965.0,3
3472,64.0,Female,27,12,10,13.0,Basic,Monthly,954.0,9
14473,38.0,F,37,27,9,24.0,Standard,Annual,831.0,17
57419,18.0,Female,32,22,6,30.0,Basic,Annual,348.0,4
30255,59.0,Male,26,26,8,25.0,Standard,Quarterly,930.0,27
30448,50.0,Female,40,23,5,9.0,Basic,Quarterly,388.0,7
6181,37.0,MALE,47,11,0,1.0,Standard,Monthly,138.0,8
34052,42.0,Female,60,24,9,8.0,Premium,Monthly,647.0,11
45254,50.0,Male,49,15,5,25.0,Basic,Monthly,1000.0,17
59793,55.0,Male,32,3,4,11.0,Standard,Monthly,568.0,8
21622,32.0,Male,52,17,8,20.0,Premium,annual,474.0,12
33788,52.0,Female,21,20,1,19.0,Premium,Monthly,991.0,30
16185,37.0,Female,42,15,1,10.0,Premium,ANNUAL,110.0,18
27387,25.0,Female,25,22,5,27.0,Basic,Quarterly,959.0,29
25052,54.0,Male,40,19,0,,Premium,Annual,907.0,29
50289,53.0,Male,45,6,7,18.0,Basic,Monthly,563.0,22
1652,23.0,Female,11,18,2,25.0,Standard,Monthly,449.0,12
33938,25.0,Male,58,18,8,8.0,Standard,Monthly,166.0,23
6257,20.0,Female,32,10,8,,Standard,Annual,868.0,6
28855,,female,44,23,5,30.0,Premium,Quarterly,215.0,1
5470,21.0,Male,51,12,9,4.0,Standard,Annual,226.0,22
17909,56.0,Female,7,25,6,3.0,Premium,Quarterly,651.0,4
10259,46.0,Male,51,28,7,13.0,Standard,Annual,979.0,19
43935,23.0,Female,56,1,6,24.0,Basic,Monthly,481.0,15
13429,51.0,MALE,19,13,1,8.0,STANDARD,Monthly,834.0,21
37862,65.0,Female,55,5,3,1.0,Standard,Monthly,820.0,18
21818,61.0,Female,7,6,1,12.0,Premium,Quarterly,170.0,4
7425,55.0,Female,25,2,1,16.0,Basic,Monthly,688.0,1
62540,50.0,Female,3,19,7,21.0,Premium,Monthly,263.0,4
42093,41.0,Male,55,11,7,21.0,Basic,Monthly,156.0,12
49816,62.0,Male,2,4,5,19.0,Premium,Annual,411.0,22
55507,58.0,Female,16,28,10,,Basic,Quarterly,219.0,3
5998,20.0,female,36,19,8,7.0,Basic,Annual,984.0,18
28732,39.0,Female,47,6,2,2.0,Basic,Annual,748.0,8
60604,31.0,Female,28,15,1,23.0,Premium,Monthly,347.0,16
19835,65.0,Male,36,9,5,15.0,Premium,Quarterly,761.0,12
14227,55.0,Female,32,2,3,25.0,Standard,Quarterly,778.0,16
16030,22.0,Male,39,10,2,22.0,Standard,Quarterly,286.0,27
21453,39.0,Female,30,17,10,19.0,Premium,annual,651.0,6
11006,34.0,Male,19,12,8,30.0,Premium,Annual,123.0,12
36728,,FEMALE,43,2,10,12.0,Standard,Monthly,540.0,13
6644,,male,59,14,9,1.0,Standard,Annual,201.0,24
23226,47.0,Male,55,23,5,22.0,Premium,Quarterly,606.0,6
48869,29.0,Male,45,14,8,19.0,Premium,Annual,546.0,22
16088,46.0,Female,51,2,5,6.0,standard,Monthly,548.0,16
36061,43.0,Male,53,11,7,22.0,Premium,Quarterly,128.0,19
11054,40.0,male,42,30,2,25.0,Standard,Quarterly,519.0,3
27767,65.0,Female,25,10,1,2.0,standard,Monthly,992.0,25
59665,62.0,Female,54,22,8,29.0,Premium,Quarterly,544.0,8
43063,28.0,Female,46,19,2,6.0,Premium,Monthly,,26
37805,61.0,Female,15,3,4,2.0,Premium,Monthly,646.0,1
33849,37.0,Female,20,28,0,14.0,Basic,Monthly,265.0,28
61628,46.0,Female,49,16,4,28.0,Premium,Monthly,736.0,9
58543,34.0,Male,41,7,9,,Basic,Monthly,558.0,20
59797,52.0,Female,40,3,2,28.0,Premium,Monthly,831.0,7
2024,36.0,Female,6,5,10,27.0,Basic,Quarterly,131.0,4
17351,53.0,Female,55,9,5,12.0,Premium,Quarterly,385.0,22
23706,61.0,Female,42,30,9,10.0,premium,Annual,807.0,8
45491,49.0,Male,2,14,10,13.0,Premium,Quarterly,702.0,20
18314,32.0,MALE,38,23,0,19.0,Premium,Annual,161.0,26
9597,62.0,Male,49,9,1,0.0,Basic,Monthly,427.0,20
23763,47.0,F,13,11,0,,Premium,Annual,272.0,1
12088,42.0,Female,19,22,0,22.0,PREMIUM,Annual,668.0,8
54342,40.0,Female,7,6,4,21.0,Premium,Monthly,669.0,29
5111,30.0,Female,58,6,9,11.0,Premium,Quarterly,906.0,9
36752,60.0,Female,21,15,3,27.0,Basic,Annual,813.0,21
15380,22.0,Female,18,3,3,13.0,Premium,Quarterly,527.0,21
40373,33.0,Female,56,26,7,13.0,Basic,Monthly,945.0,29
19874,,Male,15,25,9,7.0,Premium,Monthly,455.0,10
13945,27.0,Male,53,21,1,26.0,Basic,Quarterly,810.0,25
63438,28.0,FEMALE,15,4,8,30.0,Standard,Quarterly,393.0,18
26833,48.0,Female,48,23,3,22.0,Premium,Annual,713.0,17
35852,33.0,Male,42,29,2,22.0,premium,Annual,704.0,14
10806,43.0,Female,41,30,8,4.0,Premium,Quarterly,664.0,28
19034,65.0,Male,56,2,1,23.0,Premium,Annual,858.0,6
47702,25.0,Female,8,19,3,,Basic,Annual,153.0,2
37901,33.0,Female,2,5,5,28.0,Premium,Annual,282.0,5
11569,32.0,Female,3,13,9,,PREMIUM,Quarterly,629.0,6
31657,,Female,3,20,9,4.0,basic,Annual,109.0,16
25499,19.0,Male,53,26,10,7.0,Basic,Quarterly,170.0,9
36736,38.0,Male,19,1,6,5.0,Standard,Annual,470.0,3
34197,23.0,Male,35,20,5,18.0,Premium,monthly,883.0,25
3082,26.0,Female,35,2,9,22.0,Basic,Quarterly,469.0,16
57200,53.0,Female,52,22,0,27.0,Premium,Annual,236.0,10
21728,22.0,Male,52,7,3,9.0,Standard,Annual,989.0,19
62947,39.0,Male,30,16,9,20.0,Premium,Annual,431.0,10
38788,40.0,Female,29,3,4,0.0,PREMIUM,Monthly,654.0,6
49667,60.0,Male,44,5,8,23.0,BASIC,Quarterly,487.0,1
55148,48.0,Female,35,7,8,24.0,Premium,Monthly,890.0,26
22657,,Female,32,23,0,4.0,Premium,Monthly,925.0,25
59104,,Male,1,5,7,16.0,Basic,Annual,387.0,11
41322,24.0,Female,22,10,6,2.0,Premium,Annual,371.0,5
29807,52.0,Male,22,2,2,17.0,Basic,MONTHLY,371.0,13
56448,57.0,M,47,4,9,18.0,Premium,Monthly,963.0,18
9497,63.0,Female,60,4,3,25.0,Premium,Monthly,372.0,14
5927,58.0,Female,3,27,5,19.0,Premium,Annual,570.0,2
29726,44.0,Female,29,5,9,17.0,Standard,Annual,147.0,6
51613,52.0,Male,46,28,8,23.0,Basic,Annual,723.0,26
18038,55.0,Male,54,5,7,25.0,Premium,Annual,977.0,12
8895,18.0,MALE,26,15,1,23.0,STANDARD,Quarterly,387.0,1
8707,55.0,Male,2,24,1,23.0,standard,Monthly,312.0,6
43281,27.0,Male,23,20,7,12.0,Premium,Monthly,603.0,5
53617,64.0,Female,4,18,5,30.0,Premium,Monthly,982.0,11
27045,45.0,Female,28,2,4,30.0,Standard,Annual,846.0,27
3755,65.0,Female,46,10,7,12.0,Premium,MONTHLY,759.0,29
57805,64.0,Female,43,7,7,,Premium,Monthly,219.0,9
29740,46.0,F,25,27,0,26.0,Basic,Monthly,144.0,20
20568,63.0,Female,41,3,2,3.0,basic,Annual,676.0,25
46487,54.0,male,7,5,6,10.0,Basic,Quarterly,453.0,1
44639,32.0,Female,23,21,8,28.0,Standard,Annual,726.0,12
48690,59.0,Female,20,5,9,24.0,Basic,Monthly,260.0,20
24859,29.0,Male,50,3,3,17.0,Premium,annual,757.0,20
55732,53.0,Female,51,16,9,16.0,Basic,Quarterly,501.0,16
64029,29.0,Female,44,2,7,1.0,Premium,Annual,238.0,20
13058,65.0,Female,36,25,7,15.0,Basic,Monthly,665.0,22
48909,63.0,M,59,2,0,,Standard,Annual,203.0,27
23388,44.0,Female,15,17,10,9.0,Premium,Annual,799.0,15
43542,39.0,Male,25,17,9,6.0,Standard,Annual,924.0,17
58713,62.0,FEMALE,25,14,5,17.0,Standard,Annual,368.0,7
58006,29.0,Female,48,19,6,23.0,Basic,Annual,881.0,28
57942,44.0,Female,24,9,6,29.0,Standard,Quarterly,133.0,19
14572,21.0,Female,28,13,6,29.0,Standard,Quarterly,190.0,9
55534,33.0,Female,7,16,5,24.0,Standard,Annual,324.0,21
23912,23.0,Male,43,20,0,,premium,Quarterly,664.0,3
15998,23.0,Male,21,19,2,22.0,Standard,Annual,338.0,18
28045,24.0,Male,37,23,7,12.0,Standard,Quarterly,399.0,12
56850,27.0,Female,41,20,7,20.0,Premium,Quarterly,244.0,15
43951,22.0,Female,52,9,3,28.0,Premium,Monthly,166.0,22
50409,42.0,F,57,30,6,24.0,Basic,Annual,217.0,2
37644,34.0,Female,11,19,1,,Basic,Monthly,996.0,3
48759,36.0,Female,55,14,0,22.0,Standard,Monthly,117.0,14
30842,49.0,Female,23,23,5,1.0,STANDARD,Quarterly,176.0,13
61333,38.0,female,42,25,10,19.0,Standard,Monthly,,15
25230,27.0,Female,38,26,1,19.0,Premium,Monthly,,21
46805,64.0,Male,53,13,7,17.0,Premium,Monthly,687.0,10
14292,45.0,Female,32,2,7,24.0,Standard,Monthly,145.0,25
2462,25.0,Male,7,14,3,14.0,Premium,Monthly,686.0,14
49146,45.0,Male,13,1,7,22.0,Basic,Annual,158.0,25
55420,45.0,Female,50,15,1,27.0,Premium,Monthly,148.0,29
54094,,Male,59,19,6,,Basic,Monthly,593.0,3
38715,42.0,Female,59,15,8,26.0,Basic,Quarterly,226.0,13
22169,41.0,Female,40,8,4,15.0,Premium,Monthly,440.0,28
45001,,Female,20,17,9,22.0,Basic,Quarterly,465.0,3
26807,59.0,Male,3,23,2,13.0,basic,Monthly,211.0,15
58280,61.0,FEMALE,23,20,1,21.0,Premium,QUARTERLY,279.0,25
45839,48.0,Female,34,5,1,26.0,Standard,Quarterly,432.0,26
16906,26.0,Female,41,18,5,2.0,basic,Annual,757.0,3
57867,60.0,Male,41,15,5,28.0,Basic,Annual,326.0,26
36384,45.0,Female,57,19,10,9.0,Standard,Monthly,,15
60704,44.0,Female,38,20,6,27.0,Premium,Quarterly,548.0,22
9504,46.0,Male,45,1,1,5.0,Standard,Quarterly,478.0,16
39072,49.0,Female,13,16,10,30.0,Premium,Quarterly,546.0,12
59766,62.0,Female,25,25,6,27.0,Basic,Quarterly,153.0,13
17154,43.0,Female,49,30,9,2.0,PREMIUM,Annual,494.0,19
5979,55.0,female,27,23,4,23.0,Premium,Monthly,555.0,19
25228,44.0,Female,60,18,7,4.0,Basic,Quarterly,832.0,2
34965,42.0,Female,14,22,0,10.0,Premium,Annual,674.0,4
46858,19.0,Male,38,13,10,17.0,Basic,Monthly,542.0,10
57714,56.0,FEMALE,28,12,10,30.0,Standard,Quarterly,802.0,30
30081,38.0,Male,42,11,7,22.0,Standard,Quarterly,492.0,22
61559,30.0,FEMALE,2,1,8,6.0,Basic,Quarterly,320.0,20
59561,30.0,Female,1,2,6,22.0,Standard,Monthly,483.0,17
42601,39.0,Male,13,13,3,27.0,Standard,monthly,932.0,11
26190,27.0,Female,22,1,3,0.0,Premium,Quarterly,597.0,13
6980,52.0,Male,8,29,9,22.0,Premium,Quarterly,837.0,30
50980,44.0,Female,47,21,10,24.0,Premium,Quarterly,368.0,24
52162,27.0,Female,43,9,7,19.0,Standard,Quarterly,793.0,25
35145,32.0,Male,2,23,3,5.0,Premium,Quarterly,462.0,10
61064,57.0,Female,39,2,10,7.0,Premium,Monthly,484.0,15
17631,,Male,38,23,1,30.0,Premium,Quarterly,598.0,27
23889,45.0,Female,15,12,9,0.0,Premium,Annual,307.0,22
39280,41.0,Male,7,3,9,11.0,Premium,Monthly,742.0,3
28271,,Male,31,30,8,0.0,premium,Monthly,621.0,6
25932,57.0,Female,38,9,8,7.0,STANDARD,Monthly,574.0,3
47242,41.0,Male,48,15,5,21.0,Basic,Annual,883.0,14
5440,61.0,Female,10,23,2,14.0,Standard,Quarterly,153.0,9
29957,54.0,Female,47,23,9,5.0,Premium,Quarterly,327.0,12
28139,31.0,Female,16,13,1,17.0,Standard,Quarterly,882.0,17
57907,61.0,F,31,1,4,21.0,Premium,Monthly,535.0,16
64028,35.0,F,36,24,5,30.0,Basic,Quarterly,296.0,17
9867,51.0,Male,59,25,3,13.0,STANDARD,Annual,732.0,26
48356,38.0,Male,25,2,5,17.0,Standard,Quarterly,148.0,25
10143,57.0,Female,49,9,7,16.0,Premium,Annual,268.0,20
44858,24.0,Male,50,19,1,1.0,Premium,Quarterly,745.0,1
16532,40.0,Female,11,4,9,23.0,Premium,Annual,313.0,29
28083,60.0,Male,39,23,6,23.0,Premium,Annual,169.0,24
7789,53.0,Female,11,10,3,13.0,Standard,Monthly,636.0,3
36225,65.0,FEMALE,3,8,4,11.0,Premium,Quarterly,979.0,6
63531,53.0,Male,11,2,7,13.0,Basic,Annual,605.0,12
60921,20.0,Female,28,5,10,29.0,Premium,Monthly,673.0,8
41992,32.0,Female,29,13,9,9.0,Standard,Quarterly,286.0,6
22615,22.0,Female,57,1,4,,Premium,Quarterly,513.0,1
63937,35.0,Female,1,4,1,,Basic,annual,447.0,17
30112,61.0,Male,35,1,6,16.0,Basic,Annual,799.0,18
47685,,Male,38,22,10,19.0,Basic,Monthly,933.0,12
